time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
49.9,46.458457677573,-21.0049606850125,-24.2185708795743,-42.7314537204592,7.152236883821,28.9491650271187,47.4574687413656,-17.7363192026929,-17.7647585336683,-44.8379419348851,10.8241703180429,15.9051105908698
49.905,45.3437600242271,-20.6262529019418,-24.2790553558745,-41.6463821458862,6.66152388630046,28.7223219664408,46.3697088538993,-17.5790086912194,-17.8097858833047,-43.8472661120513,10.3632761025149,15.651741471998
49.91,44.2335660650344,-20.2520113599993,-24.3288729563245,-40.5627886845425,6.17423136634469,28.483782461794,45.2851492076554,-17.421977135204,-17.8648805897344,-42.857020493913,9.90302618112509,15.4153052155108
49.915,43.1292176956158,-19.882953312008,-24.3684955232199,-39.481958148561,5.69098355089179,28.2340079947213,44.2054898303259,-17.2647695156714,-17.9292486553779,-41.8683949645196,9.44432022442729,15.1949994602218
49.92,42.0320472208273,-19.5197436664421,-24.398425219941,-38.4051385097541,5.21236086815002,27.9735141941735,43.1323756757258,-17.1069735190996,-18.0020815373758,-40.8825631598302,8.98800976398824,14.9899187899249
49.925,40.9433629790726,-19.1629960067433,-24.419193017753,-37.3335335385123,4.73890111600205,27.7028685704209,42.0673838552933,-16.9482213532412,-18.0825622291003,-39.9006781351597,8.53489399220228,14.7990719470643
49.93,39.8644352073143,-18.8132740133016,-24.4313578871939,-36.2682956608581,4.27110129791562,27.4226882723232,41.0120127820137,-16.7881906567923,-18.1698701893256,-38.9238685109492,8.08571724366126,14.6213995011391
49.935,38.7964824920657,-18.4710931232877,-24.4355066044094,-35.2105190967642,3.80942000299712,27.1336379528112,39.9676733956662,-16.6266046379463,-18.2631851877675,-37.9532351441093,7.6411681888292,14.4557917213799
49.94,37.7406591118622,-18.1369222687583,-24.4322540570693,-34.1612333440614,3.3542801860161,26.8364278083132,38.9356825575006,-16.4632315855595,-18.3616901712483,-36.9898483537739,7.20188070918526,14.3011064033196
49.945,36.6980435227817,-17.8111855448076,-24.4222439140897,-33.1213970737566,2.90607218606748,26.5318118330088,37.9172586141183,-16.2978838987936,-18.4645732846557,-36.0347457105229,6.76843636013897,14.1561863996394
49.95,35.6696281755285,-17.4942636768327,-24.4061495087279,-32.0918925048459,2.46515681148539,26.2205863002053,36.9135190401513,-16.1304167768459,-18.571029204269,-35.0889303778455,6.34136826773631,14.0198766079504
